Date,YEAR,MO,DY,T2M,T2M_RANGE,T2M_MAX,T2M_MIN,PRECTOTCORR,PS,WS10M,WS50M
12/06/1981,1981,12,6,17.39,14.81,25.87,11.07,0,100.75,1.91,2.66
12/07/1981,1981,12,7,16.09,11.35,23.07,11.72,1.67,100.72,2.71,3.91
12/08/1981,1981,12,8,15.92,14.11,24.11,10,0,100.75,3.17,5.35
12/09/1981,1981,12,9,16.15,15.87,24.19,8.33,0,100.84,1.91,2.83
12/10/1981,1981,12,10,17.24,15.91,25.07,9.15,3.18,100.82,2,2.98
12/11/1981,1981,12,11,18.98,10.82,25.14,14.32,0.58,100.77,1.84,3
12/12/1981,1981,12,12,16.48,14.26,24.82,10.57,0,100.89,2.99,4.62
12/13/1981,1981,12,13,16.07,15.41,23.98,8.58,0,101,1.82,2.51
12/14/1981,1981,12,14,15.55,15.37,23.5,8.13,0,100.92,1.84,2.56
12/15/1981,1981,12,15,14.63,15.51,23.23,7.72,0,100.9,2.4,3.55
12/16/1981,1981,12,16,15.05,16.38,24.56,8.18,0,100.94,3.34,5.02
12/17/1981,1981,12,17,15.62,15.97,24.39,8.42,0,100.91,3.2,4.7
12/18/1981,1981,12,18,15.84,15.71,24.75,9.04,0,101.04,2.21,3.16
12/19/1981,1981,12,19,16.66,14.59,24.8,10.22,0.01,101.04,1.82,2.53
12/20/1981,1981,12,20,17.45,14.63,25.38,10.75,0.51,100.98,2.18,3.03
12/21/1981,1981,12,21,17.54,12.33,24.87,12.54,0.06,101.02,2.31,3.77
12/22/1981,1981,12,22,16.28,14.23,24.56,10.33,0,101.13,2.25,3.4
12/23/1981,1981,12,23,15.11,13.8,22.54,8.73,0,101.05,2.24,3.17
12/24/1981,1981,12,24,14.8,15.47,23.42,7.95,0,100.93,2.56,3.6
12/25/1981,1981,12,25,14.45,16.42,23.13,6.71,0,100.87,2.37,3.34
12/26/1981,1981,12,26,14.66,13.98,22.34,8.37,0,100.92,1.6,2.18
12/27/1981,1981,12,27,15.47,16.63,24.01,7.37,0,100.84,1.95,2.66
12/28/1981,1981,12,28,16.06,18.3,25.71,7.4,0,100.65,2.34,3.44
12/29/1981,1981,12,29,17.41,17.2,27.14,9.94,0,100.53,3.19,4.8
12/30/1981,1981,12,30,16.71,16.57,26.32,9.74,0,100.69,3.44,5.26
12/31/1981,1981,12,31,14.92,16.66,24.32,7.66,0,100.83,3.18,4.76
01/01/1982,1982,1,1,15.19,16.38,24.98,8.6,0,100.71,3.75,5.97
01/02/1982,1982,1,2,15.61,17.66,25.85,8.2,0,100.51,3.81,6.05
01/03/1982,1982,1,3,16.81,16.59,26.04,9.44,0,100.47,2.6,3.94
01/04/1982,1982,1,4,18.61,15.45,27.08,11.62,0,100.58,1.98,2.91
01/05/1982,1982,1,5,19.13,13.68,27.19,13.51,0,100.62,2,3.49
01/06/1982,1982,1,6,19.58,14.71,28.13,13.42,0,100.71,3.55,5.99
01/07/1982,1982,1,7,17.15,15.02,26.06,11.04,0.26,100.85,2.84,4.59
01/08/1982,1982,1,8,17.47,15.67,27.01,11.34,0,100.9,2.35,3.59
01/09/1982,1982,1,9,18.26,16.26,27.47,11.21,0,100.67,2.16,3.31
01/10/1982,1982,1,10,17.36,10.63,23.78,13.15,12.15,100.48,2.06,3.41
01/11/1982,1982,1,11,16.22,14.56,24.21,9.65,0.25,100.57,2.57,4.12
01/12/1982,1982,1,12,16.77,15.07,25.55,10.48,3.76,100.67,2.91,4.73
01/13/1982,1982,1,13,16.9,14.22,25.41,11.19,0.03,100.73,2.55,3.84
01/14/1982,1982,1,14,17.57,13.75,25.58,11.83,0.08,100.7,2.67,4.27
01/15/1982,1982,1,15,17.41,13.68,25.78,12.1,2.62,100.63,3.3,5.28
01/16/1982,1982,1,16,16.18,16.23,25.59,9.36,0,100.66,3.13,4.7
01/17/1982,1982,1,17,15.65,14.49,24.69,10.2,0.03,100.7,2.6,3.71
01/18/1982,1982,1,18,15.58,17,25.14,8.14,0,100.77,2.05,2.91
01/19/1982,1982,1,19,16.9,15.76,25.49,9.73,0,100.69,1.98,2.66
01/20/1982,1982,1,20,16.08,16.34,25.55,9.21,0,100.64,2.86,4.2
01/21/1982,1982,1,21,17.97,15.47,26.2,10.74,0,100.7,1.8,2.43
01/22/1982,1982,1,22,21.18,13.62,28.74,15.12,0.29,100.53,1.41,2.12
01/23/1982,1982,1,23,20.88,13.44,29.4,15.96,0.07,100.49,2.14,3.36
01/24/1982,1982,1,24,20.79,15.77,29.97,14.19,0.02,100.69,2.18,3.55
01/25/1982,1982,1,25,20.44,13.83,28.39,14.57,5.29,100.83,3.79,6.37
01/26/1982,1982,1,26,16.69,6.98,21.13,14.15,17.15,101.03,3.42,4.77
01/27/1982,1982,1,27,14.95,5.4,18.44,13.04,14.18,101.13,2.83,3.83
01/28/1982,1982,1,28,17.4,15.66,25.77,10.12,0.49,100.87,3.09,5.05
01/29/1982,1982,1,29,17.18,14.92,25.79,10.87,0.29,100.97,3.48,5.69
01/30/1982,1982,1,30,15.56,10.54,20.9,10.36,0.22,100.91,1.98,3.16
01/31/1982,1982,1,31,14.55,7.61,18.95,11.35,7.1,100.93,1.47,2.17
02/01/1982,1982,2,1,15.69,12.7,22.2,9.51,0.8,100.81,1.6,2.53
02/02/1982,1982,2,2,15.76,13.85,23.4,9.55,0.7,100.63,3.19,5.15
02/03/1982,1982,2,3,15.8,11.3,22.44,11.14,0.57,100.62,1.89,2.66
02/04/1982,1982,2,4,16.69,11.82,23.73,11.91,1.43,100.54,1.93,2.86
02/05/1982,1982,2,5,16.12,14.34,24.25,9.91,0.05,100.54,3.54,5.79
02/06/1982,1982,2,6,14.15,16.58,23.62,7.05,0,100.45,4.09,6.72
02/07/1982,1982,2,7,14.07,17.8,23.8,5.99,0,100.42,3.12,4.88
02/08/1982,1982,2,8,16.23,18.61,26.01,7.39,0,100.3,3.52,5.24
02/09/1982,1982,2,9,15.72,17.27,25.26,8,0,100.41,3.54,5.35
02/10/1982,1982,2,10,16.22,18.09,25.78,7.69,0,100.56,2.64,4.2
02/11/1982,1982,2,11,18.01,15.11,26.61,11.5,0.01,100.38,1.77,2.58
02/12/1982,1982,2,12,18.64,16.02,27.65,11.63,1.33,100.17,2.78,4.74
02/13/1982,1982,2,13,19.62,14.8,28.37,13.57,0.26,100.36,2.34,3.88
02/14/1982,1982,2,14,18.98,14.74,27.44,12.7,0,100.47,3.63,6.25
02/15/1982,1982,2,15,17.6,13.59,25.63,12.04,0,100.38,2.66,4.42
02/16/1982,1982,2,16,15.73,8.62,21.28,12.66,1.26,100.44,1.74,2.65
02/17/1982,1982,2,17,17.95,16.77,27.45,10.69,6.13,100.28,2.48,4.35
02/18/1982,1982,2,18,19.27,16.28,28.6,12.32,0.65,100.26,2.88,4.62
02/19/1982,1982,2,19,20.51,14.8,29.17,14.37,0.18,100.38,3.36,5.59
02/20/1982,1982,2,20,21.39,14.09,29.37,15.27,0,100.54,1.73,2.45
02/21/1982,1982,2,21,21.62,15.97,30.24,14.27,0,100.45,2.2,3.7
02/22/1982,1982,2,22,19.01,16.09,27.85,11.76,8.79,100.47,3.5,6.05
02/23/1982,1982,2,23,17.62,15.83,27.07,11.23,0.07,100.51,3.27,5.45
02/24/1982,1982,2,24,16.93,16.16,25.65,9.48,0,100.47,3.72,6.34
02/25/1982,1982,2,25,16.51,15.8,25.43,9.63,0,100.48,3.4,5.63
02/26/1982,1982,2,26,18.25,19.7,28.71,9.01,0,100.45,3.3,5.22
02/27/1982,1982,2,27,19.23,18.22,29.08,10.86,0.05,100.47,2.84,4.58
02/28/1982,1982,2,28,20.62,16.78,29.85,13.08,5.41,100.38,2.54,4.05
03/01/1982,1982,3,1,21.83,11.57,28.56,17,10.01,100.19,3.08,4.63
03/02/1982,1982,3,2,18.73,9.57,24.48,14.91,2.7,100.47,3.76,5.43
03/03/1982,1982,3,3,18.4,14.24,26.85,12.61,0.16,100.73,3.06,4.98
03/04/1982,1982,3,4,17.57,16.95,26.6,9.65,2.37,100.49,4.02,6.64
03/05/1982,1982,3,5,16.54,8.83,21.45,12.62,4.88,100.43,2.85,4.48
03/06/1982,1982,3,6,18.62,12.03,25.37,13.34,1.19,100.08,3.08,4.48
03/07/1982,1982,3,7,19.08,16.16,27.73,11.56,0,100.38,2.94,4.31
03/08/1982,1982,3,8,19.3,16.81,28.81,12,0,100.46,3.41,5.6
03/09/1982,1982,3,9,20.33,15.95,28.9,12.95,0.14,100.41,2.58,3.65
03/10/1982,1982,3,10,21.95,17.23,30.06,12.83,0.39,100.33,2.07,2.9
03/11/1982,1982,3,11,23.94,16.1,32.6,16.5,0.15,100.31,2.32,4.09
03/12/1982,1982,3,12,22.3,14.94,30.74,15.8,0.02,100.46,3.67,6.09
03/13/1982,1982,3,13,19.87,19.24,30.19,10.95,0.1,100.44,4.08,6.77
03/14/1982,1982,3,14,20.73,20.59,31.8,11.21,0.12,100.34,3.55,5.83
03/15/1982,1982,3,15,22.24,20.2,32.61,12.4,0,100.11,3.37,5.05
03/16/1982,1982,3,16,25.4,18.3,34.04,15.74,0,99.82,2.2,3.01
03/17/1982,1982,3,17,26.65,18.72,36.98,18.26,0.08,99.62,3.23,5.02
03/18/1982,1982,3,18,24.55,19.07,34.92,15.85,0.65,99.81,2.67,4.48
03/19/1982,1982,3,19,24.16,18.67,34.21,15.55,0,100.01,3.5,5.61
03/20/1982,1982,3,20,24.23,19.84,34.96,15.12,0,100.1,3.39,5.25
03/21/1982,1982,3,21,25.46,19.34,34.63,15.3,0,100.12,2.42,3.31
03/22/1982,1982,3,22,27.94,20.39,37.02,16.63,0,99.95,1.63,2.23
03/23/1982,1982,3,23,28.97,18.62,38.47,19.85,0,99.85,2.17,3.22
03/24/1982,1982,3,24,27.48,14.89,35.01,20.13,10.13,99.92,1.92,3.04
03/25/1982,1982,3,25,26.62,14.49,34.31,19.81,1.22,99.95,3.38,5.38
03/26/1982,1982,3,26,23.69,14.97,31.69,16.72,0.22,100.11,3.79,5.62
03/27/1982,1982,3,27,23.87,17.41,33.29,15.88,0,100.2,3.52,5.76
03/28/1982,1982,3,28,25.16,20.02,35.4,15.38,0,100.16,3.38,5.21
03/29/1982,1982,3,29,27.63,17.27,36.58,19.31,0,100.14,3.85,5.8
03/30/1982,1982,3,30,27.3,17.09,36.21,19.12,0,100,4.05,6.34
03/31/1982,1982,3,31,29.01,17.02,37.84,20.83,0,99.51,6.36,9.52
04/01/1982,1982,4,1,28.69,19.06,38.5,19.44,0,99.19,6.27,9.45
04/02/1982,1982,4,2,28.94,20.44,39.97,19.53,0,99.27,5.04,8.09
04/03/1982,1982,4,3,28.3,18.66,38.26,19.6,0,99.55,4.02,6.14
04/04/1982,1982,4,4,30.81,18.13,40.54,22.4,0,99.67,2.46,3.43
04/05/1982,1982,4,5,30.46,15.56,38.56,23,0,99.74,1.4,1.99
04/06/1982,1982,4,6,32.59,17.45,42.01,24.55,0,99.88,1.5,2.43
04/07/1982,1982,4,7,31.19,18.91,41.47,22.57,0.85,99.95,3.18,5.27
04/08/1982,1982,4,8,28.73,14.95,37.21,22.26,0,100.01,5.65,8.52
04/09/1982,1982,4,9,27.82,19.14,37.8,18.66,0.24,99.96,3.96,6.05
04/10/1982,1982,4,10,29.73,17.76,39.36,21.59,0,99.95,2.58,3.61
04/11/1982,1982,4,11,31.12,16.44,40.61,24.17,0,99.84,2.44,3.55
04/12/1982,1982,4,12,30.99,20.05,41.08,21.03,0,99.78,3.08,5.04
04/13/1982,1982,4,13,31.8,17.8,40.7,22.9,0,99.61,2.64,3.79
04/14/1982,1982,4,14,32.24,16.53,40.95,24.42,0.02,99.62,3.2,4.44
04/15/1982,1982,4,15,33.85,18.62,43.4,24.78,0,99.41,2.95,4.23
04/16/1982,1982,4,16,33.72,18.42,43.3,24.88,0.01,99.36,2.37,3.77
04/17/1982,1982,4,17,33.8,16.55,42.51,25.97,0.16,99.24,2.81,4.23
04/18/1982,1982,4,18,33.4,12.86,40.65,27.8,3.77,99.36,3.82,5.45
04/19/1982,1982,4,19,30.19,12.5,36.36,23.86,4.84,99.61,3.1,4.4
04/20/1982,1982,4,20,29.66,12.94,36.18,23.24,11.04,99.66,2.04,3.27
04/21/1982,1982,4,21,31.26,13.65,38.99,25.34,1.52,99.82,2.98,4.31
04/22/1982,1982,4,22,31.54,17.02,40.09,23.08,0,99.64,4.32,6.3
04/23/1982,1982,4,23,31.73,18.34,40.93,22.58,0,99.53,4.35,6.61
04/24/1982,1982,4,24,32.72,18.05,41.98,23.93,0,99.38,4.27,6.12
04/25/1982,1982,4,25,34.25,15.86,42.49,26.63,0,99.25,2.87,4.09
04/26/1982,1982,4,26,33.4,15.46,41.51,26.05,0.25,99.29,3.2,4.73
04/27/1982,1982,4,27,30.49,15.18,37.9,22.72,9.94,99.55,2.52,3.9
04/28/1982,1982,4,28,31.58,16.48,39.98,23.49,0.78,99.59,2.84,4.23
04/29/1982,1982,4,29,31.58,15.83,39.66,23.83,0.07,99.68,4.8,7.16
04/30/1982,1982,4,30,31.45,17.15,40.18,23.02,0.46,99.64,5,7.48
05/01/1982,1982,5,1,32.23,18.02,41.32,23.3,0,99.68,4.59,6.43
05/02/1982,1982,5,2,33.72,17.21,42.51,25.3,0,99.61,3.83,5.65
05/03/1982,1982,5,3,34.22,16.5,42.58,26.08,0.13,99.5,5.87,8.88
05/04/1982,1982,5,4,33.66,16.05,41.98,25.92,0,99.37,6.81,10.08
05/05/1982,1982,5,5,33.27,18.03,42.51,24.48,0,99.5,5.84,8.67
05/06/1982,1982,5,6,34.32,19.36,43.91,24.55,0,99.54,4.8,7.38
05/07/1982,1982,5,7,35.03,17.23,43.51,26.3,0,99.51,2.2,3.73
05/08/1982,1982,5,8,35.62,15.91,43.61,27.71,0,99.52,3.43,5.03
05/09/1982,1982,5,9,37.56,13.9,44.76,30.87,0.02,99.54,2.98,4.43
05/10/1982,1982,5,10,37.4,13.29,43.84,30.55,0.14,99.44,3.76,5.46
05/11/1982,1982,5,11,35.91,12.73,42.46,29.72,0,99.42,4.22,5.66
05/12/1982,1982,5,12,35.87,14.8,42.94,28.14,0.95,99.47,2.3,3.34
05/13/1982,1982,5,13,33.87,13.4,41.16,27.76,6.19,99.49,3.36,4.67
05/14/1982,1982,5,14,34.34,15.48,42.58,27.11,0.31,99.42,4.76,6.15
05/15/1982,1982,5,15,32.51,13.11,39.3,26.2,1.79,99.74,4.25,5.11
05/16/1982,1982,5,16,30.73,14.19,38.59,24.4,0.85,100,3.06,4.25
05/17/1982,1982,5,17,29.43,17.3,37.99,20.69,3.86,99.95,4.38,6.48
05/18/1982,1982,5,18,31.57,17.16,40.35,23.19,0,99.81,3.32,4.54
05/19/1982,1982,5,19,34.21,15.85,42.3,26.45,0,99.84,2.35,3.16
05/20/1982,1982,5,20,34.66,14.82,42.16,27.34,0,99.83,2.23,3.02
05/21/1982,1982,5,21,34.64,15.71,42.5,26.79,0.84,99.7,2.79,4
05/22/1982,1982,5,22,33.8,13.84,40.66,26.83,4.58,99.61,2.41,3.69
05/23/1982,1982,5,23,34.37,13.76,40.96,27.2,0,99.58,2.23,3.24
05/24/1982,1982,5,24,35.15,11.83,40.95,29.12,2.9,99.55,1.57,2.18
05/25/1982,1982,5,25,35.42,13.3,42.09,28.8,1.08,99.52,1.34,1.83
05/26/1982,1982,5,26,36.95,13.82,44.2,30.38,0,99.37,1.72,2.34
05/27/1982,1982,5,27,37.4,15.98,44.8,28.83,0,99.1,2.16,2.77
05/28/1982,1982,5,28,37.84,15.11,45.1,29.99,0,98.86,4.7,6.84
05/29/1982,1982,5,29,37.97,16.24,45.42,29.18,0,98.89,3.78,5.22
05/30/1982,1982,5,30,37.71,14.2,44.84,30.65,1.6,98.95,1.86,2.45
05/31/1982,1982,5,31,38.09,14.08,45.4,31.33,0,98.96,2.62,3.47
06/01/1982,1982,6,1,37.4,15.75,45.08,29.33,0,98.93,3.58,5.27
06/02/1982,1982,6,2,37.94,16.41,45.38,28.98,0,98.89,3.37,4.73
06/03/1982,1982,6,3,36.94,16.23,44.52,28.3,0.43,98.97,3.91,5.55
06/04/1982,1982,6,4,33.38,8.7,38.8,30.1,1.79,99.06,7.78,9.65
06/05/1982,1982,6,5,30.6,6.68,34.42,27.74,8.63,99.02,7.77,9.52
06/06/1982,1982,6,6,31.47,8.71,35.86,27.15,22.41,99.15,3.66,5.19
06/07/1982,1982,6,7,30.36,6.82,33.96,27.14,7.89,99.15,1.95,2.77
06/08/1982,1982,6,8,32.74,8.55,37.14,28.6,5.87,99.02,2.62,3.4
06/09/1982,1982,6,9,35.2,14.17,41.91,27.74,0.03,98.75,2.13,3.15
06/10/1982,1982,6,10,36.95,13.64,44.19,30.55,0,98.66,3.21,4.39
06/11/1982,1982,6,11,37,13.8,43.87,30.06,0.17,98.75,2.42,3.15
06/12/1982,1982,6,12,34.89,12.32,41.05,28.73,0.08,98.96,3.61,4.99
06/13/1982,1982,6,13,35.42,11.84,40.95,29.1,0.63,98.8,2.69,4.05
06/14/1982,1982,6,14,35.06,9.29,39.34,30.05,9.34,98.78,2.22,3.59
06/15/1982,1982,6,15,34.35,10.28,39.35,29.07,5.14,98.85,2.98,4.2
06/16/1982,1982,6,16,35.39,10.16,40.51,30.34,6.3,98.77,2.16,2.79
06/17/1982,1982,6,17,35.44,10.62,40.9,30.29,6.12,98.75,2.48,3.16
06/18/1982,1982,6,18,34.98,11,40.58,29.58,1.24,98.73,3.3,4.48
06/19/1982,1982,6,19,33.96,12.3,40.15,27.85,2.06,98.83,4.22,5.99
06/20/1982,1982,6,20,34.47,12.43,40.14,27.71,4.66,98.95,3.1,4.52
06/21/1982,1982,6,21,33.33,7.65,37.45,29.8,0.83,99.15,2.66,3.5
06/22/1982,1982,6,22,33.3,10.7,39.12,28.43,0.96,99.11,3.03,4.12
06/23/1982,1982,6,23,32.8,9.84,37.72,27.88,4.9,98.97,2.21,2.97
06/24/1982,1982,6,24,35.21,13.27,41.65,28.38,0.95,98.78,2.05,2.7
06/25/1982,1982,6,25,35.42,16.16,43.26,27.08,0.11,98.62,4.45,6.18
06/26/1982,1982,6,26,35.88,14.99,42.53,27.53,2.48,98.58,3.79,5.39
06/27/1982,1982,6,27,36.59,13.59,42.94,29.35,0.29,98.6,3.9,5.33
06/28/1982,1982,6,28,35.94,13.63,42.98,29.33,0.13,98.62,2.94,4.48
06/29/1982,1982,6,29,35.47,14.01,42.68,28.67,0.53,98.87,3.2,4.62
06/30/1982,1982,6,30,36.36,11.73,42.51,30.78,2.08,98.9,3.41,4.71
07/01/1982,1982,7,1,36.57,13.79,43.8,30.01,0.66,98.77,5.12,7.44
07/02/1982,1982,7,2,37.07,13.29,43.86,30.57,0.24,98.68,6.52,9.47
07/03/1982,1982,7,3,37.8,11.34,43.82,32.48,0,98.75,7.96,10.7
07/04/1982,1982,7,4,38.14,15.08,46.23,31.15,0.58,98.77,6.45,8.89
07/05/1982,1982,7,5,38.44,15.2,46.22,31.01,0.28,98.72,5.63,7.86
07/06/1982,1982,7,6,38.06,13.64,44.26,30.62,0.05,98.73,3.16,4.07
07/07/1982,1982,7,7,37.98,11.52,43.96,32.44,0.05,98.84,4.51,6.12
07/08/1982,1982,7,8,37.65,9.68,42.35,32.67,0.07,98.81,3.06,4.49
07/09/1982,1982,7,9,38.26,12.95,44.76,31.81,0.07,98.78,3.62,4.92
07/10/1982,1982,7,10,37.45,11.5,43.48,31.98,0.25,98.9,4.41,5.49
07/11/1982,1982,7,11,34.44,5.42,37.47,32.05,1.16,99,3.77,4.62
07/12/1982,1982,7,12,34.55,8.88,39.02,30.15,0.55,98.97,2.16,2.96
07/13/1982,1982,7,13,34.32,8.39,38.57,30.18,1.81,99,2.84,3.68
07/14/1982,1982,7,14,32.42,6.12,35.52,29.4,9.56,99.06,1.7,2.08
07/15/1982,1982,7,15,31.14,8.43,35.76,27.33,17.65,99.05,2.92,3.92
07/16/1982,1982,7,16,31.89,7.03,35.62,28.6,8.97,99,1.55,2.34
07/17/1982,1982,7,17,34.65,10.17,39.72,29.55,2.5,98.67,1.23,1.89
07/18/1982,1982,7,18,35.68,10.83,41.08,30.25,0.12,98.54,2.38,3.52
07/19/1982,1982,7,19,34.72,9.88,40.09,30.21,0.13,98.73,4.62,6.47
07/20/1982,1982,7,20,34.43,10.27,39.99,29.71,0.52,98.94,5.89,7.78
07/21/1982,1982,7,21,34.09,9.96,39.3,29.34,0.32,98.91,4.26,5.52
07/22/1982,1982,7,22,31.88,4.34,34.02,29.68,3.15,98.99,2.13,3.05
07/23/1982,1982,7,23,31.3,7.15,34.91,27.76,8.7,99.06,2.5,3.52
07/24/1982,1982,7,24,30.65,5.31,33.48,28.16,12.71,99.12,3.22,4.65
07/25/1982,1982,7,25,30.14,6.16,33.39,27.23,36.46,98.99,2.55,4.17
07/26/1982,1982,7,26,28.58,4.35,30.82,26.46,30.21,98.8,3.76,5.45
07/27/1982,1982,7,27,28.67,6.77,32.58,25.82,12.32,98.6,4.83,6.36
07/28/1982,1982,7,28,29.44,5.8,32.65,26.86,15.27,98.64,4.26,6.19
07/29/1982,1982,7,29,29.19,6.23,32.83,26.6,25.75,98.5,6.02,8.37
07/30/1982,1982,7,30,29.88,7.53,33.95,26.43,1.18,98.52,3.08,4.28
07/31/1982,1982,7,31,30.82,7.8,34.77,26.96,1.88,98.59,3.26,5.15
08/01/1982,1982,8,1,30.31,6.91,33.58,26.68,19.21,98.63,2.34,3.6
08/02/1982,1982,8,2,31.16,7.41,34.83,27.42,0.42,98.8,2.14,3.25
08/03/1982,1982,8,3,30.71,7.84,34.35,26.51,0.34,99.13,1.47,2.3
08/04/1982,1982,8,4,30.44,6.77,34.03,27.26,4.63,99.23,1.74,2.67
08/05/1982,1982,8,5,28.92,6.3,32.36,26.06,2.16,99.09,3.71,5.12
08/06/1982,1982,8,6,29.81,6.61,33.5,26.89,4.56,98.79,2.79,4.18
08/07/1982,1982,8,7,30.52,8.68,35.38,26.7,3.77,98.75,3.58,5.49
08/08/1982,1982,8,8,29.93,7.77,34.51,26.75,6.66,98.82,4.37,6.74
08/09/1982,1982,8,9,29.38,7.3,33.22,25.91,17.68,98.8,4.47,6.68
08/10/1982,1982,8,10,29.24,5.88,32.51,26.64,3.91,98.82,4.16,6.41
08/11/1982,1982,8,11,30.04,8.31,34.37,26.05,1.19,98.85,3.64,5.57
08/12/1982,1982,8,12,29.79,7.62,34.18,26.55,2.91,98.83,3.32,5.49
08/13/1982,1982,8,13,29.08,7.86,33.01,25.15,8.89,98.88,5.31,7.7
08/14/1982,1982,8,14,30.12,9.49,35.18,25.69,0.9,98.94,4.13,6.47
08/15/1982,1982,8,15,30.01,7.29,34.18,26.89,0.83,99.01,3.66,5.55
08/16/1982,1982,8,16,30.28,7.91,34.44,26.52,0.55,98.89,4.27,6.77
08/17/1982,1982,8,17,30.59,9.73,35.84,26.1,1.45,98.89,4.12,6.43
08/18/1982,1982,8,18,31.01,8.75,35.4,26.66,0.73,98.95,2.28,3.52
08/19/1982,1982,8,19,30.45,7.62,34.69,27.06,1.34,98.92,3.45,5.42
08/20/1982,1982,8,20,29.32,5.15,32.33,27.18,9.65,98.89,3.05,4.88
08/21/1982,1982,8,21,29.12,6.07,32.88,26.81,21.48,98.79,4.55,7.05
08/22/1982,1982,8,22,29.32,7.7,33.78,26.08,4.13,98.75,4.09,6.62
08/23/1982,1982,8,23,29.53,7.11,33.62,26.51,18.02,98.61,5.27,7.85
08/24/1982,1982,8,24,28.6,4.29,31,26.71,12.07,98.76,1.96,3.06
08/25/1982,1982,8,25,28.73,7.68,32.83,25.15,4.04,98.85,3.6,5.76
08/26/1982,1982,8,26,29.26,8.19,33.68,25.48,2.2,98.94,3.52,5.75
08/27/1982,1982,8,27,29.85,6.88,33.93,27.05,17.25,99.09,3.64,5.69
08/28/1982,1982,8,28,29.23,7.07,33.22,26.15,4.89,99.13,2.08,3.35
08/29/1982,1982,8,29,27.55,5.23,30.4,25.15,1.06,99.1,2.42,4.11
08/30/1982,1982,8,30,27.74,6.6,31.69,25.08,7.36,99.07,3.98,5.95
08/31/1982,1982,8,31,26.71,3.06,28.39,25.33,44.75,98.95,7.35,10.12
09/01/1982,1982,9,1,27.37,5.93,30.8,24.87,21.12,99.32,4.27,6.46
09/02/1982,1982,9,2,28.16,8.15,32.59,24.44,15.55,99.28,3.84,6.09
09/03/1982,1982,9,3,28.76,8.45,33.19,24.74,3.43,99.32,2.88,4.59
09/04/1982,1982,9,4,28.67,5.99,31.8,25.8,0.6,99.33,2.01,3.23
09/05/1982,1982,9,5,28.73,6.7,32.2,25.5,0.03,99.33,2.1,3.2
09/06/1982,1982,9,6,29.37,7.2,33.04,25.83,1.51,99.27,1.8,2.9
09/07/1982,1982,9,7,28.46,4.82,31.25,26.43,0.89,99.38,2.12,3.45
09/08/1982,1982,9,8,28.98,7.06,32.33,25.27,0.87,99.34,1.93,2.88
09/09/1982,1982,9,9,29.93,8.01,33.98,25.98,0.03,99.29,2.04,3.25
09/10/1982,1982,9,10,28.26,4.8,31.33,26.52,2.5,99.2,5.62,8.13
09/11/1982,1982,9,11,27.53,3.95,29.72,25.77,19.14,99.04,6,8.47
09/12/1982,1982,9,12,27.76,3.99,30.04,26.05,7.41,98.96,3.6,5.46
09/13/1982,1982,9,13,27,6.59,30.85,24.26,27.75,99.12,2.85,4.34
09/14/1982,1982,9,14,27.07,9.15,31.89,22.73,12.81,99.29,3.8,6.17
09/15/1982,1982,9,15,26.94,8.18,31.38,23.21,8.26,99.41,4.23,6.82
09/16/1982,1982,9,16,27.52,8.7,32.45,23.74,0.04,99.53,4.12,6.52
09/17/1982,1982,9,17,27.37,8.91,32.26,23.35,0,99.68,3.24,5.36
09/18/1982,1982,9,18,27.43,9.78,32.52,22.74,0,99.84,2.41,3.98
09/19/1982,1982,9,19,27.23,9.16,32.02,22.87,0.02,99.92,2.99,4.86
09/20/1982,1982,9,20,27.1,9.79,32.42,22.63,0.18,99.83,3.62,6.02
09/21/1982,1982,9,21,26.59,11.1,32.51,21.42,0.01,99.75,3.64,6.03
09/22/1982,1982,9,22,26.68,10.44,32.25,21.81,0,99.56,3.45,5.62
09/23/1982,1982,9,23,27.25,8.19,31.58,23.39,0,99.65,2.16,3.41
09/24/1982,1982,9,24,27.22,7.53,30.72,23.19,0.01,99.88,1.48,2.04
09/25/1982,1982,9,25,26.16,8.66,30.83,22.15,0,100,2.1,3.36
09/26/1982,1982,9,26,25.9,8.84,30.81,21.98,0.2,99.91,2.81,4.16
09/27/1982,1982,9,27,24.4,11.03,30.23,19.2,3.91,99.82,2.75,4.14
09/28/1982,1982,9,28,23.98,11.82,30.33,18.5,0,99.8,2.63,4.12
09/29/1982,1982,9,29,24.62,13.48,31.69,18.22,0,99.75,2.97,5.24
09/30/1982,1982,9,30,25.4,12.17,32.15,19.98,0,99.77,3.19,5.32
10/01/1982,1982,10,1,25.44,13.07,31.7,18.63,0,100.03,2.32,3.75
10/02/1982,1982,10,2,26.29,11.91,32.59,20.69,0,100.29,1.86,2.8
10/03/1982,1982,10,3,26.3,12.64,33.18,20.54,0,100.43,2.06,2.99
10/04/1982,1982,10,4,25.09,13.65,32.25,18.6,0,100.32,1.79,2.8
10/05/1982,1982,10,5,25.55,12.66,32.44,19.78,0,100.33,1.48,2.17
10/06/1982,1982,10,6,25.44,13.02,32.72,19.69,0,100.37,1.77,2.81
10/07/1982,1982,10,7,25.11,13.23,31.9,18.68,0,100.22,2.23,3.26
10/08/1982,1982,10,8,25.95,11.16,31.78,20.62,0,100.06,2.13,3.55
10/09/1982,1982,10,9,27.22,11.91,33.24,21.33,0.01,100.11,1.73,2.59
